Percentile,0.0,25.0,50.0,75.0,100.0,0.0,25.0,50.0,75.0,100.0,0.0,25.0,50.0,75.0,100.0,0.0,25.0,50.0,75.0,100.0
Group,gut,gut,gut,gut,gut,left palm,left palm,left palm,left palm,left palm,right palm,right palm,right palm,right palm,right palm,tongue,tongue,tongue,tongue,tongue
b32621bcd86cb99e846d8f6fee7c9ab8,1517.0,2483.75,2802.5,3138.75,3805.0,1.0,13.0,20.0,27.5,38.0,1.0,1.0,17.0,73.0,546.0,1.0,1.0,1.0,1.0,16.0
99647b51f775c8ddde8ed36a7d60dbcd,1.0,1.0,1.0,1.0,6.0,137.0,281.25,486.5,689.0,1113.0,4.0,59.0,101.0,533.0,2331.0,136.0,162.0,257.0,262.0,606.0
d599ebe277afb0dfd4ad3c2176afc50e,1.0,1.0,1.0,1.0,6.0,1.0,49.75,79.0,153.75,1449.0,1.0,1.0,16.0,243.0,493.0,1.0,1.0,1.0,1594.0,3849.0
51121722488d0c3da1388d1b117cd239,1.0,1.0,2.5,4.75,7.0,1.0,34.0,56.0,108.25,2294.0,1.0,1.0,27.0,144.0,581.0,316.0,483.0,666.0,766.0,1624.0
1016319c25196d73bdb3096d86a9df2f,336.0,822.5,1101.5,1384.25,2084.0,1.0,1.0,1.0,2.5,20.0,1.0,1.0,1.0,1.0,340.0,1.0,1.0,1.0,1.0,12.0
a16679d5a10caa9753f171977552d920,1.0,1.0,1.0,1.0,12.0,17.0,167.5,197.0,526.0,609.0,1.0,66.0,130.0,811.0,2376.0,1.0,1.0,1.0,1.0,1.0
2bf1067d2cd4f09671e3ebe5500205ca,359.0,571.0,835.5,1164.0,1584.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,185.0,1.0,1.0,1.0,1.0,7.0
2d3df7387323e2edcbbfcb6e56a02710,1.0,1.0,1.0,1.0,1.0,1.0,30.0,80.5,237.75,2460.0,1.0,1.0,29.0,217.0,1058.0,1.0,1.0,1.0,1.0,1.0
80e2a0cdbbf0ae81a93b6ba374faeb14,1.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,40.5,792.0,1.0,1.0,3.0,37.0,83.0,46.0,182.0,218.0,626.0,1020.0
f18a9c8112372e2916a66a9778f3741b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.25,325.0,1.0,1.0,1.0,13.0,75.0,92.0,194.0,200.0,499.0,1070.0
4629fbb5dde5f8ee07c2259d2887a8d4,1.0,1.0,1.0,1.0,1.0,17.0,18.5,24.5,53.75,1017.0,1.0,1.0,11.0,24.0,126.0,7.0,25.0,68.0,341.0,645.0
a7f92909575fd948fad074b72093771e,1.0,1.0,1.0,1.0,1.0,1.0,19.0,37.0,111.75,709.0,1.0,1.0,19.0,100.0,138.0,57.0,76.0,125.0,210.0,480.0
16aef15e85aa57ddfb99e12bd437a14b,1.0,3.25,28.0,291.0,1875.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,181.0,1.0,1.0,1.0,1.0,1.0
81e2324bb4636a8eddb3dcc3456091c9,165.0,247.75,268.5,389.25,672.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126.0,1.0,1.0,1.0,1.0,6.0
a7acc2abb505c3ee177a12e514d3b994,1.0,1.0,1.0,1.0,1.0,1.0,27.25,47.5,133.75,1399.0,1.0,1.0,63.0,218.0,313.0,1.0,1.0,1.0,1.0,1.0
b65fd5cf8ad66cd0c4d425ec210fa2e5,1.0,1.0,1.0,3.0,6.0,1.0,29.5,73.0,142.25,505.0,1.0,1.0,65.0,93.0,731.0,1.0,1.0,1.0,1.0,465.0
d5c640a3bf0085858f6f9e1c640a17b6,117.0,161.75,311.5,343.75,739.0,1.0,1.0,10.0,19.25,25.0,1.0,1.0,1.0,1.0,59.0,1.0,1.0,1.0,1.0,1.0
84d0affc7243c7d6261f3a7d680b873f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.75,274.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,94.0,515.0,577.0
5179f5cac20c1aa00377e4942bd7f837,98.0,153.5,180.5,355.0,633.0,1.0,1.0,1.0,1.75,9.0,1.0,1.0,1.0,1.0,89.0,1.0,1.0,1.0,1.0,1.0
8139c4ac825dae48454fb4800fb87896,1.0,1.0,1.0,1.0,1.0,1.0,34.0,84.0,216.75,455.0,1.0,1.0,67.0,105.0,442.0,1.0,1.0,1.0,1.0,1.0
5833416522de0cca717a1abf720079ac,1.0,1.0,206.5,460.75,668.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,1.0,1.0,1.0,1.0,11.0
e770b18ff141c9339068443982508f7c,1.0,10.0,156.0,575.75,647.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e772858b8c79efc10065bc1937f37d89,1.0,45.25,213.5,403.25,703.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41f67443ce8207be0c0a956c47823417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.25,250.0,1.0,1.0,1.0,48.0,126.0,55.0,108.0,172.0,222.0,232.0
362be41f31fd26be95ae43a8769b91c0,108.0,178.75,205.5,310.75,394.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,1.0,1.0,1.0,1.0,1.0
f6eb8537456dde7792eff60c8d1e797c,1.0,1.0,1.0,1.0,1.0,1.0,22.75,44.5,78.25,111.0,1.0,1.0,24.0,58.0,527.0,1.0,1.0,1.0,1.0,266.0
e60e325f10839a53264d636e2298becc,1.0,1.0,5.0,9.25,34.0,1.0,25.0,33.5,82.0,192.0,1.0,1.0,15.0,75.0,270.0,1.0,49.0,61.0,115.0,140.0
2893972f7b9d40e4f71411eebae76ed9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,1.0,1.0,1.0,1.0,1573.0,1.0,1.0,1.0,1.0,1.0
