,Reject null hypothesis,W
c8fe45aa50559d66cdd21c26e1796a91,False,55
8b3a84de5ee8f40aa4350c850bf5172f,False,57
e29549de575b6db7ab2d53dc99099ade,False,57
fdb7f3c00d2654ea0d3f8afcd3c19024,False,52
023b3c4fdca226c8c550ce3e8588e38d,False,52
b500523fa36120d786c7eb20bb3b35dc,False,52
1038919eb7316d79aa2183c155a5a710,False,51
f46fcb874272f9da70f3bf9b15abbcae,False,53
eac50f40834d622d46bac83cf5a63e95,False,54
16bbb2317c1cdb1b205f2e6a23d7d5a9,False,52
015c28df930bfa6762eace1a48dc3871,False,55
9de82bfffdf99e086068f4b5767fd302,False,52
cc0781f4caebce7fb5f6587a57c97ddc,False,53
dc9e0c4f994d94f3863578b34f79ae41,False,51
76cbb6616ae3683b24c6eedb5708bcf3,False,55
3a0b7bb5e34930ab6217e1f2780c8d3d,False,57
51c23905e2cf63429fddb36a1e48c372,False,52
e1e25b0d32b4e85636cfc3f5f80dd76e,False,50
07c31d6db6da05f9129a95efc0725065,False,52
1371b1df5b2c44552dff5f8818b1ec43,False,52
f54e74e54bd0e42b59c2ed9e3d9c01e7,False,53
f2d3993fb0964a81003c3d65c787b667,False,53
6725204b0d15c8bf05be7afb6b109722,False,51
f7754181f33552da5df23c7bc0f1dbde,False,55
d40e61af934186661c50414223bd5890,False,57
837548bd20ff5b96b10e4a75d7004863,False,57
7f8d0667abf5742634f667826fe99e21,False,57
361aaccae3841fbe7ddefe925d581e99,False,57
1513159e80ce39deb9738470f869e72b,False,57
9a8e263b0215cd2d62447e21e6a949d6,False,52
a189b07aa04f19a7b586bf5900383165,False,52
010b498be37bdab8841b42301fab093e,False,52
2df98636a422084506ce3adb0eeaee13,False,53
79692fbfc91dbdb7d5f106b6057ca309,False,51
724816a366528555d4e44f8bceccd89e,False,52
89c4e0d4c496458e1db6a4fd2e1c49c8,False,52
b82905db3c4bc5dead9bd23bdf184793,False,52
1b52bd39a464b913f3e0f397dcfb09f6,False,52
f3d32b7e510a9e9bfba8350ff5488004,False,53
ea9759b6ee4a2cfa57289b1e1bfcc21c,False,55
a998bd820adfc31e193a994f5fe36d0e,False,55
1ab5f35179e5bc52f8f0df2c3497613d,False,57
767182eebb0004bbb4b34c27352be5a1,False,57
bf8158ccc87944311d15655e03ef9ab3,False,57
7222203f33137541f9e3996170c8c624,False,57
52923540e0bfe269736aaf4d495060c9,False,52
5d1b6588e039d6ced3c759fdc98bef2b,False,52
d0e5d021db619074cfcfa9fe0a13a101,False,53
f6659f501e484b3f6d375105119cfe78,False,55
06605f005a7b765c5aa92f8a211ca7fd,False,58
2876a4e7180a14d52a870708e9890759,False,53
828f018c1478cffd893605353abecd1b,False,53
53a66b4e88c5b1f154fefa96e845e00b,False,53
f935dda6dc26652523c1ae76aa344878,False,53
141537217186bf4c6ac3d445ee77fb0c,False,53
b7d06f4316bd5760e91673f7237d1148,False,53
c36d9d948d0c3bdf3616d8c31932d85c,False,54
0d0073729144a6f7739e9d73084c0efc,False,53
722d3d1d2c9bd01c51fb6b630f284f9f,False,53
0c76614569ed1835ae7b53b205219243,False,53
fc84d50bffd547402923bed8ef4dbe53,False,52
c2523e657ed73e8a8aaccc7474493d9e,False,55
78e323ee7ac2e5a798495081fdbeef75,False,56
eb59d03c4134a470e708dd31aaa8aaef,False,56
9821ed4cdc1c7014c4f255f97bd4da5e,False,58
88f686c0609463dc6124d170ea3e8258,False,58
c5ada8f7bbf0ad9e2a810e27759fa24e,False,58
6fa67f5701899557c6ac458ac1e4ed29,False,58
fdc0154affc56cb4e1bb2efcccdf5a5b,False,58
d9da012ab240f09ececd0eabe44ba81c,False,58
971a33099adbf931a86685ec0637f277,False,58
b2cf1c654c13c118a5dc6bd5df7ed18f,False,58
d119febf51a21a82900ed90488c9f513,False,58
a2ffbc2392e75d8fb02855312969a59d,False,58
88c48e47c29ee10ec5dc054854a2a517,False,53
cdfe35eab472fb04a81bfe957ce7681d,False,53
33c69e670df46b40cd756c0bd3644281,False,55
ac34a1f564dbc3200316966458bafe0c,False,54
74b3da48477a0e9476b4e6dda41a707f,False,52
ddb1d3c84fb642071939e8ea86eea2be,False,53
6cb9b24229b60b8e20086bfb4967354f,False,53
954dcd9d81e1e9606860a8a71af54d17,False,54
cfcb909f2bdf92be28fcb41983b96751,False,53
1d7e09f08675c4ddec8d6a195a27c193,False,53
ce3d0fd27c723cb58340d65e07a45941,False,56
9f5b9920f5baa18a143ae6f9c82397e8,False,56
a1d35ccf214105d34b0792745c6e9898,False,58
6fecd4febd7db1a7ad2c731053c8262e,False,58
434e7ba555c7cc713853108c5ecda161,False,58
a0273bfa66af0c5ba5b36fb9c24f19d0,False,58
d72a5dd45a74e88a27c38793965adf36,False,58
05fc6204d3da59ae897828f107ef7cc6,False,58
51be9cb8ca3a4cd71b80b1f4a02b28e7,False,58
839a12b747491937a1a94d64cf5a7d5b,False,58
b70ca1dfcbfd192299a49c59fcbd57d1,False,58
8064bf7c0f18f4f3a5b65ad96b72510e,False,50
f374a959bb032ea589776747f4b03d33,False,54
5756f8bd2bbcffc02904e1071bca0b24,False,54
b9729deee1099d96661e501103b920b1,False,54
ebd3c842a6956bbfd6d19a6b2c6b69f5,False,54
ddd860654e3b327dd0cfa939f0b79dcc,False,54
ccda553f5409ffb7e719f4d5ef220fe2,False,54
d38fcac302644bc727df006fb112653a,False,54
d43211b5cadbac91939d9d567f618b8a,False,54
6cc49810d93690434350e9b6feab431d,False,52
b476808864cbbf8316bd7d53d1c4e015,False,54
05d9f90096732b7c2487126a9fe48365,False,56
4c714c880cf971bda142a60c563d48e2,False,56
31fc2fd26310b42b896314016bdbc6ce,False,56
5ae7d797b3aae1c4f70501d44f509aef,False,58
1766eb319d9dc73fb40b938d71ec587d,False,58
25662ea7214d21ebaa29ef3325461ae4,False,58
6b970db85d885b539f5eca4ac718cbd1,False,58
edcb888c0e696e0b3598726d233cdce7,False,58
5a963ed39d7ad80dae62b25c15b3d255,False,58
3832c6c542e92bc7e8ec238cfceb3719,False,58
ca80cc252ca697b02fcf9ec2d23c2e63,False,54
091447566f7cef3965e492350774dabb,False,54
8475fe28c647e2f205d5fcc47aacdcb8,False,54
a2b1758fbc505e3767edcc29f9a1d5d1,False,54
d958a8b5cfe501c281d5c123b3f4f734,False,47
8ad74aac85f7b829401b1ce5cf2bc1dd,False,47
073b9d3ddb762eb1838d608dd898377b,False,54
9f69df4a77a4a8989270cf0eecbaafc2,False,54
553fa9e8fb7b995b42f38951a9bfbf5d,False,54
a3630649fb983b809e22d93ea88531aa,False,54
78b6fbc8ce6746c309f3db4008266b41,False,54
90483b0fc1a275800c514ec4cedb8661,False,52
842bbc78e8c7ec00c44dfe69ab265fb7,False,54
911f13ee047bcc4f640690ffa7bfedad,False,54
a3e4bb7fce5e83df43ce2fccd527bf34,False,56
8e901c87e71b6b23ab4723ff3191a076,False,54
c10ca9097e2e91bc6e84d0661d2a03a9,False,55
420aba9b16983779423ba1508836fa63,False,55
d30045e9e5f04c076d6fdf7ddb5364aa,False,52
733fc6beb6acfd640c79a4d6efc2f07f,False,56
53b9d70bca863a1a5474afb478983d99,False,56
8b4ce816b1dad303de74203a89c42344,False,56
02bec66b9ed1e1c2dfcf5c6042217187,False,56
3a661f065f5cb9b04f2bf093602a9483,False,56
d69d944c535f1f35dedd52ff9439f1ea,False,58
daffa0605329dbb8a802acdec824e557,False,58
7b7bd9c6aa35ceb19003f77d440e7aac,False,58
884118cee2676eb1605d7d0b781c6e3c,False,58
cf64564bf166580a71aec5bcd48f80fa,False,58
2c178e586eb9805dc493baa0e1be14c2,False,58
6d816691540271c30b690e4d0fa7dc9a,False,58
3b88aec7951ecc0bcf5deb3021920115,False,58
c7b07492b8e3f229d595b3c483c84f60,False,58
d40b2753215f56a2b6b05b3ba23b44b3,False,58
92aa7f9ebd10b67442ce25c8cdb8c0a5,False,54
6b9a7ee6ad9f7b7b18d14455dddc24e1,False,54
3db122f0a4f98b20fdcf37ba81792e83,False,56
f7700c82eff9290626dbdb3191f14a28,False,56
5ef07e47616cd3fe53d04e1b4e9a41ac,False,56
0957db4bd8c4ded9031c5ad7abc3e30a,False,56
3f9c50b67361b7c7967deedb989f0acb,False,55
6e6e869364a0b469b22fbf690aee01cb,False,55
8974adea27cde8a211f893f1946ee46f,False,55
f6abeae7ba82822b201d9fd1530ceafc,False,55
73dfb964acb41e17c15cad5e642f5baa,False,55
c10eaa06a4e11d1378e3ca693bce93ae,False,55
180007eb5ccf4df63343b0f385132124,False,55
90b663ba067828389b12b309f4686e51,False,55
a95519c0c8ee50b930d238b9cbf2f830,False,55
855737ee127d6ae254fc2900a29004fc,False,56
48b7da424fc877aacae135d0608f7277,False,56
3094c2fa70abb5e9273578af269201d0,False,56
a8765eda8acaa80b363860ae68680416,False,55
dc0e430db038e44e02458a4b4eb83b9a,False,56
9c285804816bd251ea44d1fd20173e7c,False,56
8ec44f1e44c32a6ce54d55d1c32823eb,False,56
a96fa5607c17e11335b2ea9545a6ab9c,False,56
75e480f28a6f4d309e5987e002e8a9f4,False,58
f651e8884ab4684f58cc938af5bb9965,False,58
fe23d15d9b8a9293f288266aeef004f2,False,58
d28898705000acbaa4097158588eee83,False,58
b3cd8b7b4218522d2f16c32de2882e7c,False,58
bd57c8289abc5044fb7be6006dfa50fc,False,58
720fe7b765d94699b7371caba77729d9,False,53
ca3dd61e2037f6c31e050ea0e1b6ca35,False,55
c6178e859b3a7474408dece9ec2925fa,False,55
f18d03490cad8c1dce626a389eb74919,False,54
d2b8e465cc5255eaca50cc30d73527cc,False,56
fb5c0971395fd9cc495d4a7975475788,False,56
52f2b86908624221df8647aca0f27d4c,False,55
e66f17801919396744a8e995469206c6,False,55
761e36e219b1af83e0032f5eff813ed2,False,55
04da0163960622889d927176f28d0816,False,55
dd00b17967fe649795917f50baaa6eb8,False,54
99c4e0459710a2080bd08264cd5089db,False,54
d54593dfd6b6dd8fc887fa0d6dda8de2,False,54
d921ab8e3957a504dc6987aa5d202c70,False,54
b28de1ee97ac92f07a43fc49c4b161bc,False,55
3733b5bf056dfbfa11fb881f7d96623c,False,55
286c49795b2c94f63c4a48652d1467bd,False,55
eb408131c0d9175c0ac70a68c0aff935,False,54
b7d851e7eee8a021952a6dcce3da8efe,False,54
6eb889c70d2ba50b3cd0316451967701,False,55
e8f61cbd77a0bc55fff2cc47e5aa2b0f,False,56
419a1cc6bf31cad59324fe01b041cb08,False,56
18d8da68413ebd18a3e913f0ffcf284a,False,56
95cf24a3830c878356a5aaec11efaded,False,56
63e5c1ba9aaaac4989256745a38edb22,False,56
801a54224c5cfecbdca17a69999808e4,False,56
8d58567ab0ece8ab9f1e5d0da69d5cc0,False,56
f15f9d9cc9958e31a9910dda117f4822,False,58
92ab836991c4e0eb92621624894b205f,False,58
d632c780be1a1e45606925f7b2e45f8c,False,58
d4a9aa07c6afb50b86d5f47a4daae372,False,58
5db07316c8f1f77eec41cd7bee59c78c,False,52
253d865775707eb90098f81b379765b8,False,54
880fc8697ed085c1259d3ffe1ef5c06f,False,54
333a697d3d139f511d9d707d580abc7c,False,56
13db62fc133945ceca7a8f10b1fb73d7,False,56
9ae4305435dcedcaeede7858abeb86a6,False,55
1c99a125a20a31fb9f3583d3c83e776f,False,55
e348d996a9c50bf79988f84c769d1769,False,54
5769bc4dad3c8fb3ff375ebb72278c38,False,55
ef6104483893fee83606e5cfaba1ac78,False,55
ed7b3c6efb1c16b6b7eb35b11bffb888,False,55
ac2520bb91618e3dcd89b2a185009378,False,54
fedd71c84623257ac644edc4375f5046,False,54
e829c91f3384a9d5914b431d8d5b6760,False,54
b48fd1440b91557d14ff33ec33d27832,False,54
4a4c670a1c4d54b9428d437997a5320d,False,54
b75333c92e955f8306fc59b1c56b9fa5,False,53
c9415df3c5c908e6eea7fbe324294ec2,False,56
6a1ade2fb17724ce1cf2a5c1453a948c,False,56
984446d041011cb51b9ae0ab1dfb9672,False,57
6e6035c9027a6a65ac3a20ff5f8ccb67,False,57
d7e9102742c904a75d0b00db0d172211,False,57
ed426b18e79fd4fc9d14fe636da860c7,False,57
049ee83734290fef29764ea985f6cea0,False,57
8c49c2567470fe03094bc2206bd56704,False,57
dda3b54115582c8e514be18e7b8ce6bf,False,57
c222ba9c7475c16f1847c7e80a16ec21,False,57
28bc3983128f6481f34f65917adeb8ec,False,57
46bc0e9593d1b5354812de69bf159879,False,57
3a4a3fde2cf894afe7ca797701dd8986,False,54
836509073355ebabaa962a5c30bff503,False,55
