L3S242,1441.0
L3S360,1498.0
L3S341,1526.0
L3S313,1670.0
L3S378,1673.0
L3S294,1911.0
L5S155,2286.0
L5S240,2462.0
L2S309,2538.0
L5S174,2567.0
L5S203,2756.0
L5S104,3076.0
L5S222,3148.0
L2S357,4320.0
L2S204,5787.0
L2S222,6168.0
L2S382,6660.0
L2S155,7004.0
L2S175,7715.0
L1S257,7783.0
L1S281,8420.0
L6S68,8483.0
L6S20,8928.0
L1S140,9174.0
L1S76,9544.0
L6S93,9755.0
L2S240,9768.0
L1S8,9788.0
L1S105,9899.0
L1S57,10537.0
L1S208,10764.0
L4S112,12854.0
L4S63,13715.0
L4S137,14485.0
